id,time_iso,latitude,longitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,P_plunge,P_azimuth,N_plunge,N_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,class
201005132039A,2010-05-13T20:39:00,-34.26,-72.51,30,5.2,mw,11,27,117,161,67,77,66,48,20,261,,,,,,,,,gmt,subduction_intraslab
201005211852A,2010-05-21T18:52:00,-34.75,-72.09,12,5.3,mw,25,38,-91,206,52,-90,7,296,83,121,,,,,,,,,gmt,subduction_intraslab
201005242357A,2010-05-24T23:57:00,-36.4,-73.71,21,5.2,mw,19,19,111,177,73,83,62,76,27,272,,,,,,,,,gmt,subduction_intraslab
201005251309A,2010-05-25T13:09:00,-37.83,-73.49,48,5.3,mw,348,26,99,158,64,86,70,59,19,251,,,,,,,,,gmt,subduction_intraslab
201006011605A,2010-06-01T16:05:00,-36.93,-73.85,22,5.1,mw,355,21,81,184,70,93,66,101,24,272,,,,,,,,,gmt,subduction_intraslab
201006241324A,2010-06-24T13:24:00,-37.07,-74.16,20,5.0,mw,12,24,102,178,66,85,68,79,21,273,,,,,,,,,gmt,subduction_intraslab
201006270715A,2010-06-27T07:15:00,-37.0,-74.3,15,5.0,mw,6,22,92,184,68,89,67,92,23,274,,,,,,,,,gmt,subduction_intraslab
201006290140A,2010-06-29T01:40:00,-37.91,-73.72,19,5.5,mw,330,27,126,110,69,73,63,354,22,213,,,,,,,,,gmt,subduction_intraslab
201007030005A,2010-07-03T00:05:00,-34.63,-72.06,56,5.1,mw,43,39,124,183,58,66,67,45,10,289,,,,,,,,,gmt,subduction_intraslab
201007141505A,2010-07-14T15:05:00,-38.39,-73.8,23,5.8,mw,353,14,88,175,76,91,59,86,31,265,,,,,,,,,gmt,subduction_intraslab
201007150036A,2010-07-15T00:36:00,-34.27,-72.35,23,5.4,mw,18,24,121,164,70,77,63,54,24,265,,,,,,,,,gmt,subduction_intraslab
201008050601A,2010-08-05T06:01:00,-37.7,-73.69,18,5.9,mw,6,13,97,179,78,88,58,87,32,270,,,,,,,,,gmt,subduction_intraslab
201008050627A,2010-08-05T06:27:00,-37.57,-73.76,30,5.4,mw,355,30,86,180,60,92,75,96,15,268,,,,,,,,,gmt,subduction_intraslab
201009060320A,2010-09-06T03:20:00,-37.79,-73.56,27,5.0,mw,19,28,114,173,65,78,68,59,19,271,,,,,,,,,gmt,subduction_intraslab
201009090728A,2010-09-09T07:28:00,-37.27,-74.16,12,6.2,mw,11,14,99,182,76,88,59,89,31,274,,,,,,,,,gmt,subduction_intraslab
201009131644A,2010-09-13T16:44:00,-31.82,-70.46,126,5.1,mw,260,68,15,165,76,158,26,121,5,213,,,,,,,,,gmt,subduction_intraslab
201009140323A,2010-09-14T03:23:00,-37.32,-74.27,13,5.2,mw,359,19,83,186,71,92,64,100,26,275,,,,,,,,,gmt,subduction_intraslab
201009140337A,2010-09-14T03:37:00,-37.32,-74.35,16,5.1,mw,352,19,76,187,72,95,63,104,26,273,,,,,,,,,gmt,subduction_intraslab
201009170652A,2010-09-17T06:52:00,-37.65,-74.17,16,5.1,mw,341,16,71,181,75,95,60,98,30,266,,,,,,,,,gmt,subduction_intraslab
201009200542A,2010-09-20T05:42:00,-33.84,-72.36,22,5.1,mw,348,22,78,182,69,95,66,99,23,267,,,,,,,,,gmt,subduction_intraslab
201009231636A,2010-09-23T16:36:00,-35.05,-72.13,53,5.4,mw,19,30,113,173,63,78,70,56,17,272,,,,,,,,,gmt,subduction_intraslab
201009260529A,2010-09-26T05:29:00,-40.58,-73.14,74,5.0,mw,126,43,103,289,48,78,81,134,3,27,,,,,,,,,gmt,subduction_intraslab
201009291629A,2010-09-29T16:29:00,-34.49,-71.75,57,5.0,mw,62,42,134,190,61,58,60,51,11,302,,,,,,,,,gmt,subduction_intraslab
201009300026A,2010-09-30T00:26:00,-36.51,-74.07,12,5.6,mw,9,17,98,180,73,87,62,87,28,273,,,,,,,,,gmt,subduction_intraslab
201010230558A,2010-10-23T05:58:00,-37.91,-73.88,21,5.5,mw,31,16,123,177,76,81,57,75,31,274,,,,,,,,,gmt,subduction_intraslab
201010231057A,2010-10-23T10:57:00,-36.77,-73.87,29,5.1,mw,31,29,110,188,63,79,70,76,17,286,,,,,,,,,gmt,subduction_intraslab
201010310710A,2010-10-31T07:10:00,-33.82,-72.39,21,5.3,mw,4,20,94,180,70,89,65,87,25,271,,,,,,,,,gmt,subduction_intraslab
201011100123A,2010-11-10T01:23:00,-36.52,-73.55,29,5.0,mw,359,33,88,181,57,91,78,96,12,270,,,,,,,,,gmt,subduction_intraslab
201011280819A,2010-11-28T08:19:00,-34.58,-72.29,33,5.2,mw,40,24,-70,198,68,-99,22,295,66,93,,,,,,,,,gmt,subduction_intraslab
201101070942A,2011-01-07T09:42:00,-35.87,-73.66,12,5.4,mw,22,21,107,184,70,83,64,83,25,279,,,,,,,,,gmt,subduction_intraslab
201101071405A,2011-01-07T14:05:00,-35.72,-73.73,35,5.1,mw,26,37,90,206,53,90,82,116,8,296,,,,,,,,,gmt,subduction_intraslab
201101100602A,2011-01-10T06:02:00,-35.77,-73.59,12,5.9,mw,22,14,105,187,76,86,58,92,31,280,,,,,,,,,gmt,subduction_intraslab
201101110105A,2011-01-11T01:05:00,-35.7,-73.79,18,5.0,mw,29,23,95,204,67,88,68,110,22,295,,,,,,,,,gmt,subduction_intraslab
201101110533A,2011-01-11T05:33:00,-35.33,-72.08,12,5.1,mw,138,15,60,349,77,98,57,269,32,73,,,,,,,,,gmt,subduction_intraslab
201101172329A,2011-01-17T23:29:00,-30.51,-71.62,90,5.0,mw,223,19,-34,345,79,-106,33,89,53,237,,,,,,,,,gmt,subduction_intraslab
201101211536A,2011-01-21T15:36:00,-34.03,-72.48,28,5.0,mw,347,25,69,190,66,99,67,117,21,273,,,,,,,,,gmt,subduction_intraslab
201102051611A,2011-02-05T16:11:00,-37.81,-73.84,21,5.7,mw,9,17,98,180,73,88,62,87,28,273,,,,,,,,,gmt,subduction_intraslab
201102112339A,2011-02-11T23:39:00,-37.45,-74.11,16,6.0,mw,11,16,98,183,74,88,61,89,29,275,,,,,,,,,gmt,subduction_intraslab
201102120117A,2011-02-12T01:17:00,-37.35,-74.0,14,6.0,mw,12,15,98,183,75,88,60,91,30,275,,,,,,,,,gmt,subduction_intraslab
201102130851A,2011-02-13T08:51:00,-36.78,-73.61,16,5.9,mw,13,11,101,182,79,88,56,89,34,274,,,,,,,,,gmt,subduction_intraslab
201102131035A,2011-02-13T10:35:00,-36.83,-73.74,14,5.9,mw,12,18,97,184,72,88,63,91,27,276,,,,,,,,,gmt,subduction_intraslab
201102131344A,2011-02-13T13:44:00,-36.75,-73.74,18,5.6,mw,9,15,95,184,75,89,60,92,30,275,,,,,,,,,gmt,subduction_intraslab
201102141021A,2011-02-14T10:21:00,-35.6,-73.41,15,5.2,mw,13,18,107,175,73,85,62,77,28,270,,,,,,,,,gmt,subduction_intraslab
201102181701A,2011-02-18T17:01:00,-33.99,-72.37,27,5.2,mw,14,20,105,178,71,85,64,79,26,272,,,,,,,,,gmt,subduction_intraslab
201102190626A,2011-02-19T06:26:00,-34.05,-72.33,21,5.2,mw,360,21,94,176,69,89,66,83,24,267,,,,,,,,,gmt,subduction_intraslab
201102240436A,2011-02-24T04:36:00,-36.29,-73.82,20,5.1,mw,24,27,139,152,73,69,57,34,25,258,,,,,,,,,gmt,subduction_intraslab
201102280129A,2011-02-28T01:29:00,-37.46,-73.69,25,5.8,mw,6,16,97,179,74,88,61,86,29,270,,,,,,,,,gmt,subduction_intraslab
201103030758A,2011-03-03T07:58:00,-37.45,-73.83,23,5.2,mw,1,22,97,173,68,87,67,78,23,266,,,,,,,,,gmt,subduction_intraslab
201103162236A,2011-03-16T22:36:00,-32.57,-71.89,37,5.5,mw,15,28,105,179,63,83,71,71,18,274,,,,,,,,,gmt,subduction_intraslab
201103171114A,2011-03-17T11:14:00,-32.67,-72.0,35,5.2,mw,6,28,101,174,62,84,72,70,17,268,,,,,,,,,gmt,subduction_intraslab
201103280610A,2011-03-28T06:10:00,-34.91,-72.08,51,5.2,mw,29,32,119,176,62,73,68,53,16,278,,,,,,,,,gmt,subduction_intraslab
201103282357A,2011-03-28T23:57:00,-33.69,-72.36,33,5.0,mw,2,33,96,175,57,86,77,72,12,268,,,,,,,,,gmt,subduction_intraslab
201104102024A,2011-04-10T20:24:00,-36.17,-73.96,18,5.2,mw,357,15,83,184,75,92,60,97,30,273,,,,,,,,,gmt,subduction_intraslab
201104131514A,2011-04-13T15:14:00,-33.78,-72.27,31,5.4,mw,9,23,100,178,67,86,67,80,22,271,,,,,,,,,gmt,subduction_intraslab
201104190057A,2011-04-19T00:57:00,-33.3,-72.48,21,5.1,mw,355,29,76,191,62,97,72,119,17,275,,,,,,,,,gmt,subduction_intraslab
201104190550A,2011-04-19T05:50:00,-33.97,-72.65,21,5.1,mw,23,24,108,184,67,82,67,79,22,279,,,,,,,,,gmt,subduction_intraslab
201104220512A,2011-04-22T05:12:00,-38.1,-74.31,14,5.3,mw,359,19,88,182,71,91,64,92,26,271,,,,,,,,,gmt,subduction_intraslab
201104270457A,2011-04-27T04:57:00,-34.01,-72.66,20,5.1,mw,17,21,103,183,70,85,65,85,24,277,,,,,,,,,gmt,subduction_intraslab
201105070657A,2011-05-07T06:57:00,-33.98,-72.82,29,5.0,mw,17,25,93,194,65,89,70,101,20,285,,,,,,,,,gmt,subduction_intraslab
201105191705A,2011-05-19T17:05:00,-34.63,-71.95,53,5.2,mw,19,32,118,167,62,74,69,44,16,269,,,,,,,,,gmt,subduction_intraslab
201106011255A,2011-06-01T12:55:00,-37.74,-74.41,12,6.3,mw,1,17,88,183,73,91,62,94,28,273,,,,,,,,,gmt,subduction_intraslab
201106011347A,2011-06-01T13:47:00,-37.37,-74.3,27,5.4,mw,9,23,77,202,68,95,67,123,22,289,,,,,,,,,gmt,subduction_intraslab
201106051025A,2011-06-05T10:25:00,-35.01,-72.11,50,5.3,mw,24,31,118,172,63,74,68,51,17,274,,,,,,,,,gmt,subduction_intraslab
201106290536A,2011-06-29T05:36:00,-33.98,-72.54,19,5.5,mw,13,18,100,183,72,87,63,88,27,275,,,,,,,,,gmt,subduction_intraslab
201107130201A,2011-07-13T02:01:00,-36.33,-73.88,21,5.0,mw,6,23,93,182,67,89,68,90,22,274,,,,,,,,,gmt,subduction_intraslab
201107160026A,2011-07-16T00:26:00,-33.96,-72.19,24,5.9,mw,14,21,108,174,70,83,64,74,25,270,,,,,,,,,gmt,subduction_intraslab
201107251115A,2011-07-25T11:15:00,-37.9,-74.03,20,5.4,mw,3,15,95,178,75,89,60,86,30,269,,,,,,,,,gmt,subduction_intraslab
201107281605A,2011-07-28T16:05:00,-35.91,-73.57,13,5.2,mw,24,19,103,191,71,86,63,93,26,284,,,,,,,,,gmt,subduction_intraslab
201107281950A,2011-07-28T19:50:00,-35.86,-73.53,13,5.6,mw,344,17,61,194,75,98,59,116,30,277,,,,,,,,,gmt,subduction_intraslab
201108061322A,2011-08-06T13:22:00,-36.06,-73.46,15,5.5,mw,49,9,131,188,83,84,51,91,38,283,,,,,,,,,gmt,subduction_intraslab
201108280430A,2011-08-28T04:30:00,-33.2,-72.38,20,5.3,mw,7,23,90,187,67,90,68,97,22,277,,,,,,,,,gmt,subduction_intraslab
201109031620A,2011-09-03T16:20:00,-38.27,-74.17,18,5.8,mw,4,16,93,181,74,89,61,90,29,272,,,,,,,,,gmt,subduction_intraslab
201109071121A,2011-09-07T11:21:00,-33.43,-72.55,19,5.2,mw,338,24,78,171,66,95,68,91,21,257,,,,,,,,,gmt,subduction_intraslab
201109100317A,2011-09-10T03:17:00,-34.1,-72.47,29,5.0,mw,27,25,112,184,67,80,67,75,21,280,,,,,,,,,gmt,subduction_intraslab
201109140703A,2011-09-14T07:03:00,-32.8,-71.88,26,5.9,mw,359,16,84,185,74,92,61,98,29,274,,,,,,,,,gmt,subduction_intraslab
201109282240A,2011-09-28T22:40:00,-38.05,-74.45,12,5.5,mw,6,15,82,194,75,92,60,107,30,283,,,,,,,,,gmt,subduction_intraslab
201109291540A,2011-09-29T15:40:00,-38.06,-74.56,12,5.2,mw,3,22,87,187,68,91,67,98,23,275,,,,,,,,,gmt,subduction_intraslab
201111081718A,2011-11-08T17:18:00,-34.16,-72.45,29,5.3,mw,6,22,108,166,69,83,65,65,24,262,,,,,,,,,gmt,subduction_intraslab
201111110808A,2011-11-11T08:08:00,-38.24,-73.31,41,5.2,mw,346,20,76,181,71,95,64,99,25,267,,,,,,,,,gmt,subduction_intraslab
201111220741A,2011-11-22T07:41:00,-34.8,-71.98,53,5.1,mw,43,31,129,179,66,69,63,57,19,285,,,,,,,,,gmt,subduction_intraslab
201201092130A,2012-01-09T21:30:00,-32.7,-71.93,35,5.2,mw,11,23,100,180,68,86,67,82,22,273,,,,,,,,,gmt,subduction_intraslab
201201172321A,2012-01-17T23:21:00,-31.76,-71.95,34,5.7,mw,355,29,87,178,61,91,74,93,16,267,,,,,,,,,gmt,subduction_intraslab
201201172323A,2012-01-17T23:23:00,-31.86,-71.96,39,5.6,mw,7,40,91,185,50,89,85,89,5,276,,,,,,,,,gmt,subduction_intraslab
201201181135A,2012-01-18T11:35:00,-31.81,-68.24,14,5.0,mw,215,42,130,346,59,60,63,206,9,98,,,,,,,,,gmt,subduction_intraslab
201201231604A,2012-01-23T16:04:00,-36.5,-73.42,22,6.1,mw,13,19,101,182,71,86,63,85,26,274,,,,,,,,,gmt,subduction_intraslab
201202110258A,2012-02-11T02:58:00,-37.54,-73.68,24,5.6,mw,3,22,93,180,68,89,67,88,23,271,,,,,,,,,gmt,subduction_intraslab
201202170801A,2012-02-17T08:01:00,-37.27,-74.29,17,5.1,mw,350,25,66,197,67,101,66,125,22,278,,,,,,,,,gmt,subduction_intraslab
201203031101A,2012-03-03T11:01:00,-30.48,-71.55,66,5.2,mw,179,23,88,1,67,91,68,273,22,91,,,,,,,,,gmt,subduction_intraslab
201203032212A,2012-03-03T22:12:00,-35.77,-73.17,31,5.1,mw,45,30,101,213,61,84,74,106,15,307,,,,,,,,,gmt,subduction_intraslab
201203162331A,2012-03-16T23:31:00,-33.45,-72.27,33,5.1,mw,1,26,95,176,65,88,71,80,19,267,,,,,,,,,gmt,subduction_intraslab
201203240728A,2012-03-24T07:28:00,-33.04,-71.21,91,5.1,mw,68,64,2,337,88,154,19,289,17,26,,,,,,,,,gmt,subduction_intraslab
201204030211A,2012-04-03T02:11:00,-33.86,-72.63,14,5.1,mw,5,22,84,191,68,92,67,106,23,280,,,,,,,,,gmt,subduction_intraslab
201205241918A,2012-05-24T19:18:00,-37.11,-70.84,163,5.4,mw,123,17,-146,360,81,-76,34,78,52,287,,,,,,,,,gmt,subduction_intraslab
201206180829A,2012-06-18T08:29:00,-33.01,-68.6,29,5.0,mw,166,25,82,355,65,94,70,272,20,82,,,,,,,,,gmt,subduction_intraslab
201207040833A,2012-07-04T08:33:00,-38.09,-73.31,45,5.1,mw,344,27,73,183,64,98,70,110,19,267,,,,,,,,,gmt,subduction_intraslab
201208300804A,2012-08-30T08:04:00,-37.34,-74.04,26,5.2,mw,352,17,79,183,73,93,62,98,28,271,,,,,,,,,gmt,subduction_intraslab
201209110635A,2012-09-11T06:35:00,-31.92,-68.39,127,5.0,mw,20,35,-77,184,56,-99,11,281,77,65,,,,,,,,,gmt,subduction_intraslab
201210111722A,2012-10-11T17:22:00,-32.86,-70.57,107,5.6,mw,170,84,-174,80,84,-6,0,125,8,35,,,,,,,,,gmt,subduction_intraslab
201210152104A,2012-10-15T21:04:00,-31.81,-72.29,22,5.1,mw,348,28,77,183,62,97,71,108,18,268,,,,,,,,,gmt,subduction_intraslab
201211191645A,2012-11-19T16:45:00,-33.92,-72.42,21,5.1,mw,351,23,78,184,67,95,67,103,22,270,,,,,,,,,gmt,subduction_intraslab
201211201623A,2012-11-20T16:23:00,-33.99,-72.4,19,5.4,mw,16,20,100,185,71,87,65,89,25,278,,,,,,,,,gmt,subduction_intraslab
201211211816A,2012-11-21T18:16:00,-33.93,-72.4,28,5.2,mw,19,24,118,169,69,79,64,59,23,268,,,,,,,,,gmt,subduction_intraslab
201211212136A,2012-11-21T21:36:00,-34.05,-72.31,21,5.9,mw,6,20,106,169,70,84,64,70,26,264,,,,,,,,,gmt,subduction_intraslab
201211212252A,2012-11-21T22:52:00,-34.04,-72.49,33,5.1,mw,11,32,101,177,58,83,75,69,13,273,,,,,,,,,gmt,subduction_intraslab
201212261317A,2012-12-26T13:17:00,-37.41,-73.78,25,5.4,mw,4,17,92,182,73,89,62,91,28,272,,,,,,,,,gmt,subduction_intraslab
201212270037A,2012-12-27T00:37:00,-35.89,-73.77,12,5.8,mw,14,16,94,190,74,89,61,98,29,281,,,,,,,,,gmt,subduction_intraslab
201301230247A,2013-01-23T02:47:00,-31.82,-71.62,30,5.1,mw,336,25,71,176,66,99,67,103,21,260,,,,,,,,,gmt,subduction_intraslab
201302101954A,2013-02-10T19:54:00,-33.58,-72.21,31,5.4,mw,6,24,100,176,66,86,68,77,21,268,,,,,,,,,gmt,subduction_intraslab
201302181000A,2013-02-18T10:00:00,-34.05,-72.39,17,5.4,mw,5,18,95,180,72,89,63,87,27,271,,,,,,,,,gmt,subduction_intraslab
201303290730A,2013-03-29T07:30:00,-35.44,-73.28,14,5.4,mw,23,19,111,181,72,83,62,80,27,276,,,,,,,,,gmt,subduction_intraslab
201306192129A,2013-06-19T21:29:00,-32.74,-70.2,115,5.2,mw,190,45,-111,39,48,-70,2,115,75,17,,,,,,,,,gmt,subduction_intraslab
201308301048A,2013-08-30T10:48:00,-34.57,-70.74,112,5.0,mw,338,45,-18,81,77,-133,20,202,41,311,,,,,,,,,gmt,subduction_intraslab
201309292306A,2013-09-29T23:06:00,-37.53,-73.89,20,5.3,mw,4,20,92,182,70,89,65,91,25,272,,,,,,,,,gmt,subduction_intraslab
201309292323A,2013-09-29T23:23:00,-37.57,-73.81,22,5.5,mw,358,20,86,182,70,91,65,95,25,271,,,,,,,,,gmt,subduction_intraslab
201310300229A,2013-10-30T02:29:00,-35.46,-73.36,13,5.9,mw,15,18,91,194,72,90,63,103,27,284,,,,,,,,,gmt,subduction_intraslab
201310300251A,2013-10-30T02:51:00,-35.43,-73.48,12,6.3,mw,19,17,92,196,73,89,62,106,28,287,,,,,,,,,gmt,subduction_intraslab
201310312303A,2013-10-31T23:03:00,-30.46,-71.86,36,6.5,mw,5,28,98,175,62,85,72,76,17,269,,,,,,,,,gmt,subduction_intraslab
201311071701A,2013-11-07T17:01:00,-37.6,-74.25,22,5.2,mw,339,30,69,183,62,102,70,118,16,264,,,,,,,,,gmt,subduction_intraslab
201311100201A,2013-11-10T02:01:00,-33.37,-72.23,29,5.2,mw,18,24,98,189,67,87,69,92,21,282,,,,,,,,,gmt,subduction_intraslab
201311150619A,2013-11-15T06:19:00,-32.72,-67.54,35,5.1,mw,208,41,103,10,50,79,80,227,5,109,,,,,,,,,gmt,subduction_intraslab
201311290521A,2013-11-29T05:21:00,-33.33,-72.44,24,5.0,mw,16,28,91,195,62,90,73,104,17,285,,,,,,,,,gmt,subduction_intraslab
201312070923A,2013-12-07T09:23:00,-33.88,-72.58,20,5.0,mw,14,17,92,192,73,89,62,101,28,282,,,,,,,,,gmt,subduction_intraslab
201312100051A,2013-12-10T00:51:00,-31.39,-69.29,117,5.1,mw,202,45,-117,57,51,-66,3,131,71,32,,,,,,,,,gmt,subduction_intraslab
201401150838A,2014-01-15T08:38:00,-31.27,-68.25,123,5.2,mw,182,74,-173,90,83,-16,6,137,16,45,,,,,,,,,gmt,subduction_intraslab
201402170034A,2014-02-17T00:34:00,-31.65,-72.06,30,5.0,mw,25,30,116,175,63,76,68,57,17,276,,,,,,,,,gmt,subduction_intraslab
201403030317A,2014-03-03T03:17:00,-33.21,-72.11,22,5.2,mw,2,24,96,176,67,87,69,80,21,267,,,,,,,,,gmt,subduction_intraslab
201403041051A,2014-03-04T10:51:00,-33.63,-72.16,23,5.8,mw,15,22,104,180,68,84,66,80,23,274,,,,,,,,,gmt,subduction_intraslab
201403060437A,2014-03-06T04:37:00,-33.31,-71.42,85,5.4,mw,75,61,11,340,81,150,27,294,13,30,,,,,,,,,gmt,subduction_intraslab
201403151446A,2014-03-15T14:46:00,-34.8,-71.86,47,5.2,mw,22,24,115,175,69,79,65,67,23,273,,,,,,,,,gmt,subduction_intraslab
201404040952A,2014-04-04T09:52:00,-31.45,-70.54,116,5.4,mw,167,66,169,262,80,24,24,127,9,32,,,,,,,,,gmt,subduction_intraslab
201404050222A,2014-04-05T02:22:00,-32.74,-71.71,42,5.6,mw,359,28,78,193,63,96,72,117,17,278,,,,,,,,,gmt,subduction_intraslab
201404301800A,2014-04-30T18:00:00,-32.66,-71.93,40,5.2,mw,358,29,88,180,61,91,74,93,16,269,,,,,,,,,gmt,subduction_intraslab
201405210900A,2014-05-21T09:00:00,-30.6,-71.56,50,5.1,mw,351,33,93,168,57,88,78,71,12,259,,,,,,,,,gmt,subduction_intraslab
201405270904A,2014-05-27T09:04:00,-36.02,-74.0,15,5.3,mw,19,13,98,191,77,88,58,98,32,282,,,,,,,,,gmt,subduction_intraslab
201405302206A,2014-05-30T22:06:00,-33.47,-72.42,31,5.0,mw,359,30,84,186,60,93,75,105,15,273,,,,,,,,,gmt,subduction_intraslab
201407130718A,2014-07-13T07:18:00,-30.98,-70.81,106,5.4,mw,290,7,32,168,86,96,48,85,41,253,,,,,,,,,gmt,subduction_intraslab
201407260731A,2014-07-26T07:31:00,-30.54,-72.42,15,5.0,mw,357,28,97,168,62,86,73,70,17,262,,,,,,,,,gmt,subduction_intraslab
201408080410A,2014-08-08T04:10:00,-33.64,-72.27,24,5.2,mw,5,27,87,189,63,92,72,102,18,277,,,,,,,,,gmt,subduction_intraslab
201408232232A,2014-08-23T22:32:00,-32.76,-71.74,42,6.4,mw,5,26,92,183,64,89,71,91,19,274,,,,,,,,,gmt,subduction_intraslab
201409280846A,2014-09-28T08:46:00,-35.63,-73.38,20,5.3,mw,21,19,106,185,72,85,63,86,27,278,,,,,,,,,gmt,subduction_intraslab
201410232338A,2014-10-23T23:38:00,-34.02,-72.39,17,5.2,mw,3,13,97,176,77,88,58,84,32,267,,,,,,,,,gmt,subduction_intraslab
201410251705A,2014-10-25T17:05:00,-33.89,-72.58,30,5.0,mw,29,27,112,184,65,79,68,74,19,283,,,,,,,,,gmt,subduction_intraslab
201501180359A,2015-01-18T03:59:00,-33.13,-71.9,25,5.2,mw,18,17,128,158,77,80,57,55,31,258,,,,,,,,,gmt,subduction_intraslab
