ID,Lat,Lon,Depth_km,Mw,Strike_1,Dip_1,Rake_1,P_trend,P_plunge,T_trend,T_plunge,Strike_2,Dip_2,Rake_2,Strike_2_c,Dip_2_cal,Rake_2_cal,Slab1,Depth2Slab
201708121254A,-30.39,-72.26,13,5.7,5,24,84,280,21,107,69,191,66,93,192,66,93,-12.34547806,-0.655
201708151903A,-30.06,-72.25,18,5.1,352,29,78,271,16,111,73,186,62,97,186,62,97,-11.83097172,-6.169
201708182031A,-45.7,-77.44,24,5.1,74,62,171,298,14,35,25,168,82,29,168,82,28,,
201708300315A,-37.4,-73.75,29,5.1,10,21,96,275,24,90,66,183,69,88,184,69,88,-21.01244545,-7.988
201709181346A,-31.91,-72.15,22,5.7,351,23,84,266,22,92,68,177,67,93,178,67,93,-16.66610909,-5.334
201709231725A,-30.74,-69.04,130,5.1,44,59,177,266,19,4,23,136,87,32,136,87,31,-94.65274811,-35.347
201710011648A,-45.94,-76.52,27,5,75,69,-175,297,18,31,11,343,85,-21,343,85,-21,,
201710151059A,-32.26,-72.92,22,4.8,52,39,-96,178,83,326,6,240,52,-85,240,51,-85,,
201710161929A,-35.5,-74.36,19,5,27,38,-88,106,83,296,7,205,52,-91,204,52,-92,,
201711291635A,-32.15,-68.62,131,4.9,56,46,-64,44,72,308,2,201,50,-115,201,50,-114,-104.8858109,-26.114
201801261327A,-37.63,-74.27,23,5,7,28,94,274,17,87,73,182,62,88,182,62,88,-13.59620857,-9.404
201801261526A,-37.64,-74.27,19,5,14,26,104,274,20,75,69,178,65,83,178,65,83,-13.59620857,-5.404
201801282353A,-31.25,-68.78,120,5.4,218,46,-107,49,78,140,0,61,47,-74,62,47,-73,-94.84748077,-25.153
201802010012A,-37.52,-74.17,22,4.9,4,28,86,277,17,104,73,188,62,92,189,62,92,-14.70141792,-7.299
201802012313A,-31.5,-69.95,118,5.2,2,78,176,227,6,318,11,92,86,12,93,86,12,-98.08220673,-19.918
201802060448A,-35.37,-74.3,19,4.8,37,43,-94,183,87,310,2,222,47,-87,222,47,-86,,
201802082119A,-37.58,-74.19,12,5.5,27,17,111,280,29,86,60,185,74,84,185,74,84,-14.19879341,2.199
201803021806A,-44.45,-76.6,13,5,111,64,-170,331,25,66,12,16,81,-26,17,81,-26,,
201803191251A,-32.44,-69.76,113,5,194,71,-165,56,24,147,3,99,76,-20,99,76,-20,-99.50869751,-13.491
201804010114A,-30.3,-72.44,23,4.9,353,29,85,267,16,96,74,178,61,93,179,61,93,-9.393275261,-13.607
201804050632A,-42.6,-74.46,37,5.1,5,25,97,270,20,81,70,178,66,87,177,65,87,-20.66408348,-16.336
201804101019A,-31.05,-71.58,82,6.2,120,26,-118,263,65,51,21,331,67,-77,331,67,-77,-32.29198837,-49.708
201805021609A,-33.3,-70.06,103,5,166,39,-100,308,81,83,6,359,52,-82,359,52,-82,-94.11862946,-8.881
201805060244A,-34.23,-72.48,31,5.3,25,24,105,284,22,86,67,190,67,84,189,67,83,-17.6588192,-13.341
201805282059A,-31.3,-68.71,119,5,14,40,-100,161,82,291,5,207,50,-82,207,51,-82,-94.48329163,-24.517
201806020617A,-38.35,-73.9,29,5.3,354,19,87,266,26,89,64,177,72,91,177,71,91,-21.35459518,-7.645
201806140627A,-45.99,-76.46,15,5.7,74,58,177,295,20,35,24,166,88,32,166,87,32,,
201806230231A,-44.67,-79.85,25,5.1,350,77,0,306,9,214,9,80,90,-167,260,90,-167,,
201807161029A,-35.65,-73.6,16,5.1,31,17,113,283,29,87,60,187,74,83,187,74,83,-13.42970371,-2.57
201808311325A,-32.26,-70.21,115,5,48,54,-45,19,55,288,1,169,55,-135,168,55,-134,-89.84136963,-25.159
201809072312A,-30.39,-69.78,141,4.9,131,50,176,350,25,95,29,223,87,40,224,87,40,-93.13065338,-47.869
201809110049A,-45.85,-77.66,25,4.9,82,75,-172,305,16,37,5,350,82,-15,350,82,-15,,
201810011511A,-45.88,-76.26,18,5.3,78,44,178,294,29,44,32,170,88,46,169,89,46,,
201810251119A,-30.53,-72.03,35,5,3,35,94,270,10,77,80,178,55,87,178,55,87,-16.56095505,-18.439
201811020820A,-30.18,-67.6,36,5,99,49,47,38,4,301,59,334,57,128,334,56,128,-91.65933228,55.659
201811062122A,-45.69,-77.09,12,5.3,75,53,-176,292,28,35,23,343,87,-37,343,87,-37,,
201811091854A,-30.64,-71.91,33,5.2,3,31,98,267,14,70,75,174,59,85,174,59,85,-20.67503357,-12.325
201812012355A,-33.95,-72.55,20,5.6,8,20,93,276,25,93,65,185,70,89,185,70,89,-14.2902813,-5.71
201812051712A,-33.66,-71.57,35,5.2,333,48,120,222,1,315,68,112,50,61,112,50,61,-39.68072128,4.681
201812311049A,-31.84,-69.35,120,5.3,186,48,-121,24,67,117,1,48,50,-61,48,50,-60,-102.3417816,-17.658
201901200132A,-30.18,-71.39,61,,187,39,-106,344,78,108,7,28,53,-77,27,53,-77,-37.83129501,-23.169
201901280900A,-35.61,-73,28,5.2,15,17,101,276,28,89,62,184,73,87,184,73,87,-23.77317238,-4.227
201902030256A,-31.49,-71.77,33,4.9,355,50,125,241,1,332,64,129,51,56,128,51,56,-27.42566299,-5.574
201903012243A,-30.65,-71.84,34,5.1,356,29,86,269,16,96,74,181,61,92,181,61,92,-22.1729126,-11.827
201903022021A,-33.67,-72.69,17,5.5,352,17,68,280,29,114,60,195,74,97,195,74,97,-10.41839981,-6.582
201903070510A,-38.58,-68.93,12,4.8,167,48,28,117,13,13,46,57,70,134,57,70,134,-329.2559509,317.256
201903151842A,-44.38,-76.42,13,5,351,38,-114,157,73,278,9,200,56,-73,200,56,-72,,
201903161754A,-45.68,-77.23,16,5.1,78,64,-177,299,20,35,16,347,88,-26,347,87,-26,,
201904071052A,-33.84,-72.63,12,5.7,14,17,96,279,28,95,62,188,73,88,188,73,88,-12.08075333,0.081
201904211000A,-35.86,-71.86,86,5,327,59,-154,182,39,277,6,223,68,-34,223,68,-34,-65.25539398,-20.745
201905160032A,-31.46,-69.27,121,5.2,32,42,-83,61,84,297,3,202,49,-97,203,48,-96,-99.83904266,-21.161
201905170527A,-35.2,-74.15,12,5.2,25,43,-88,79,88,294,2,203,47,-92,202,47,-92,,
201905201118A,-31.54,-70.04,113,5.6,277,65,-13,237,26,143,9,13,79,-154,13,78,-154,-96.22905731,-16.771
201906132250A,-30.46,-71.52,63,5,2,37,105,261,9,35,77,164,55,79,163,54,79,-34.60739899,-28.393
201906140019A,-30.12,-72.16,12,6.3,1,21,88,273,24,94,66,183,69,91,183,69,91,-13.62775135,1.628
201906200123A,-33.68,-68.83,163,5.5,352,52,-157,203,41,304,13,248,72,-40,247,72,-40,-139.0717468,-23.928
201908011828A,-34.32,-72.24,25,,19,14,106,276,31,87,58,183,77,86,183,77,86,-23.92683601,-1.073
201908012001A,-34.35,-72.08,15,5.9,358,13,87,271,32,92,58,181,77,91,181,77,91,-28.74487305,13.745
201908020055A,-34.18,-72.3,24,5.4,350,24,69,276,22,119,66,193,68,99,193,68,99,-21.57800293,-2.422
201908130119A,-44.89,-78.33,18,4.8,335,46,-118,168,70,264,2,192,51,-64,192,51,-64,,
201908151423A,-30.01,-72.11,24,5,7,28,98,271,17,78,72,177,62,86,178,62,86,-14.38451385,-9.615
201908240233A,-31.46,-71.5,96,5,306,49,-167,158,36,263,20,207,81,-42,207,80,-42,-37.48635864,-58.514
201908242336A,-43.14,-74.42,32,5.2,15,27,89,286,18,107,72,196,63,91,196,63,91,-23.17952728,-8.82
201909050541A,-36.18,-73.91,13,5.1,3,21,78,282,24,114,65,196,70,94,196,69,95,-13.02402401,0.024
201909140515A,-31.36,-68.46,122,5.1,212,45,-113,40,74,138,2,64,49,-68,63,49,-69,-93.80753326,-28.192
201909141222A,-34.03,-73.55,21,4.9,36,43,-87,79,87,304,2,212,47,-93,212,47,-93,,
201909230824A,-36.18,-73.96,13,5.3,4,16,81,281,29,107,61,194,74,93,193,74,93,-12.33445263,-0.666
201909261636A,-40.9,-72.06,139,6.1,96,58,33,42,3,310,45,347,62,143,347,62,143,-108.7023163,-30.298
201909291557A,-35.56,-73.1,17,,16,12,106,273,33,85,56,180,78,87,180,78,87,-20.96169853,3.962
201910171658A,-46.51,-68.89,12,4.8,308,60,-24,272,37,177,6,51,69,-148,51,69,-148,,
201910280355A,-30.25,-68.97,39,5.1,59,39,145,292,17,46,54,178,69,57,178,69,56,-92.09814453,53.098
201911030806A,-30.75,-72.13,20,5.2,1,22,92,269,23,87,67,179,68,89,179,68,89,-14.73675728,-5.263
201911042153A,-31.81,-71.37,67,6.1,205,33,118,95,15,228,69,352,61,73,353,61,73,-44.68732071,-22.313
201911151716A,-34.01,-72.33,22,5.2,10,23,107,267,23,69,66,171,68,83,172,68,83,-18.5418396,-3.458
201911222227A,-32.77,-70.15,114,5.1,359,32,-70,37,72,255,14,156,61,-102,156,60,-102,-89.90485382,-24.095
201912090504A,-32.05,-70.07,132,4.9,352,38,133,232,14,349,61,122,63,62,122,63,62,-94.53734589,-37.463
202001130201A,-40.33,-71.42,190,5.4,259,14,-25,270,49,115,38,14,84,-103,13,84,-103,-136.6835175,-53.316
202001281816A,-30.35,-72.26,12,5.4,342,23,69,268,23,109,65,185,69,99,185,69,99,-12.27405834,0.274
202002180532A,-35.63,-73.27,15,5.1,13,13,99,275,32,91,58,184,78,88,184,77,88,-19.26183701,4.262
202003111704A,-30.31,-72.52,32,4.9,2,28,91,271,17,90,73,181,62,90,181,62,89,-8.827676773,-23.172
202003170812A,-36.17,-73.13,38,5.5,109,28,79,27,17,225,72,301,62,96,301,63,96,-27.26180077,-10.738
202003231746A,-44.68,-79.39,12,4.9,64,42,105,323,4,75,79,224,49,76,224,50,77,,
202003240652A,-30.5,-71.89,36,5,6,35,99,270,10,62,78,176,56,84,175,55,84,-20.32055855,-15.679
202004010355A,-45.63,-76.77,20,5,341,43,-87,24,87,249,2,157,47,-93,157,47,-93,,
202004010409A,-45.62,-76.81,12,5.2,330,44,-109,153,77,253,3,176,49,-73,176,49,-73,,
202004010412A,-45.66,-77.02,20,5.2,336,25,-109,103,67,260,21,176,66,-81,177,66,-81,,
202004040454A,-31.11,-68.67,105,4.9,209,44,-114,34,73,136,3,61,51,-69,61,51,-69,-93.15686035,-11.843
202004141602A,-33.83,-70.33,115,5,112,55,-136,322,54,53,0,353,55,-45,353,55,-44,-90.21199036,-24.788
202004141854A,-44.71,-79.9,33,5,351,79,9,305,2,215,14,259,81,169,259,81,169,,
202004161513A,-38.06,-73.65,22,5.1,219,46,-72,208,77,116,0,15,47,-107,14,47,-108,-25.28151703,3.282
202005231310A,-33.56,-69.81,130,5.2,251,57,-32,218,44,124,4,0,64,-143,360,64,-143,-104.1919556,-25.808
202006251155A,-32.13,-71.82,35,5.2,28,39,129,271,12,26,64,162,60,63,162,61,63,-26.71060562,-8.289
202007021235A,-34.14,-72.34,33,5,8,29,90,278,16,98,74,188,61,90,188,61,90,-19.90768623,-13.092
202008151111A,-33.2,-70.14,12,4.9,234,72,-172,97,18,189,7,141,82,-18,142,82,-18,-90.69812775,78.698
202009060116A,-30.41,-71.8,38,6.3,7,28,100,270,17,74,72,175,62,84,176,62,85,-23.07398605,-14.926
202009170133A,-30.2,-71.37,40,5,0,38,100,263,7,43,80,167,53,82,167,53,82,-40.10326767,0.103
202010060506A,-38.55,-75.45,20,4.9,27,39,-89,110,84,296,6,205,51,-91,206,51,-91,,
202010150220A,-31.49,-68.79,124,4.9,54,38,-73,79,77,312,8,214,54,-102,213,54,-103,-96.64579773,-27.354
202010280452A,-34.96,-71.72,77,5.4,342,54,-148,192,46,289,6,232,65,-40,232,65,-41,-53.4689827,-23.531
202011030240A,-44.61,-79.46,18,6,258,86,-179,123,4,213,2,168,89,-4,168,89,-4,,
202011031947A,-44.77,-79.91,29,5,263,73,179,127,11,219,13,353,89,17,353,89,17,,
202011210211A,-31.07,-71.47,62,5.5,353,32,98,257,13,59,76,164,58,85,164,58,85,-38.92525101,-23.075
202011220054A,-34.67,-73.12,34,6.1,171,48,169,33,22,139,35,268,82,43,268,82,43,-11.54027653,-22.46
202012030237A,-31.92,-67.12,138,5.2,235,53,28,184,9,85,44,128,68,140,127,68,140,-113.134697,-24.865
202012080707A,-32.15,-71.48,44,5,181,31,77,100,15,306,74,15,60,98,16,60,98,-38.02668762,-5.973
202012260147A,-46.25,-75.98,20,4.8,352,68,-18,312,28,220,4,90,73,-156,89,73,-157,,
202012260219A,-46.29,-75.91,18,4.9,350,66,-22,311,32,219,3,90,70,-154,89,70,-154,,
202012272139A,-39.58,-75.26,12,,1,43,-109,179,77,284,4,206,50,-73,206,50,-73,,
202012291929A,-39.38,-71.99,122,4.8,149,52,138,27,4,122,54,269,58,47,268,58,46,-99.23408508,-22.766
202101160353A,-31.09,-71.38,62,5.2,30,21,-34,41,53,257,31,152,78,-108,152,78,-108,-41.41222763,-20.588
202101190246A,-31.85,-68.86,26,6.5,223,61,164,89,10,185,31,321,76,30,321,76,30,-100.6627274,74.663
202101191158A,-45.78,-77.55,21,4.9,351,77,0,307,9,215,9,261,90,167,261,90,-167,,
202101240007A,-33.5,-70.01,108,5.7,197,5,-94,291,50,111,40,21,85,-90,21,85,-90,-97.2930603,-10.707
202102111401A,-39.87,-71.96,21,5,78,82,-7,34,11,303,1,169,83,-172,169,83,-172,-106.3838348,85.384
202103081248A,-32.18,-69.78,106,5.2,197,45,-105,22,79,118,1,37,47,-76,38,47,-75,-98.97467804,-7.025
202103100153A,-45.44,-76.9,13,4.9,336,41,-131,164,62,274,11,205,61,-60,205,60,-60,,
202104170350A,-30.56,-72.16,22,4.9,2,28,97,267,17,75,73,174,62,86,174,62,86,-14.40710735,-7.593
202104190318A,-34.02,-72.45,21,5.2,12,20,99,275,25,87,65,182,70,87,182,70,87,-16.48726082,-4.513
202104190411A,-34.03,-72.44,20,5.2,7,19,98,271,26,84,64,179,71,87,179,71,87,-16.89191246,-3.108
202104191113A,-33.97,-72.45,22,5.2,11,22,99,274,23,85,67,182,68,86,181,68,86,-16.10089874,-5.899
202104191305A,-34.05,-72.37,23,5,340,27,74,262,19,104,70,178,64,98,178,64,98,-18.97813416,-4.022
202104220017A,-34.03,-72.46,21,5.5,7,21,96,272,24,87,66,181,69,88,181,69,88,-16.89191246,-4.108
202104290217A,-37.29,-71.05,155,5.7,115,28,-159,304,48,75,30,6,80,-64,6,80,-64,-115.4868011,-39.513
202105020657A,-30.18,-71.71,42,5.8,9,36,122,256,13,20,68,151,60,69,151,60,69,-25.74808502,-16.252
202106021447A,-45.84,-77.78,25,4.9,339,58,-33,305,45,213,3,89,62,-143,88,62,-143,,
202106050305A,-35.01,-74.1,19,5.4,19,33,-114,170,71,306,14,226,60,-75,227,60,-75,,
202106120336A,-33.65,-72.3,28,5.2,15,22,97,280,23,92,67,187,68,87,187,68,87,-17.06015968,-10.94
202106221916A,-32.06,-71.14,75,5,21,41,-81,51,83,285,4,190,49,-97,189,50,-98,-53.84532928,-21.155
202107311214A,-32.75,-71.96,33,5.2,352,32,89,263,13,85,77,173,58,91,173,58,91,-22.70363998,-10.296
202109140156A,-31.79,-72.08,27,5.1,342,25,81,259,20,90,69,172,66,94,172,65,94,-17.65598297,-9.344
202109150846A,-32.25,-72.26,18,5.1,353,17,91,262,28,81,62,172,73,90,172,73,90,-14.96440125,-3.036
202109201312A,-36.85,-74.2,19,5.1,359,22,82,275,23,103,67,188,69,93,188,68,93,-12.11565304,-6.884
202109211314A,-36.82,-74.28,12,6.4,6,16,86,279,29,102,61,190,74,91,190,74,91,-10.74081421,-1.259
202109221742A,-36.85,-74.27,23,5,348,32,70,272,14,130,72,191,61,102,191,60,102,-11.49894238,-11.501
202109290753A,-33.33,-68.15,28,5,200,27,106,98,19,256,70,2,64,82,2,64,82,-147.3631592,119.363
202110041236A,-31.72,-72.15,30,5.1,344,30,87,256,15,82,75,168,60,92,167,60,92,-16.35002327,-13.65
202110181832A,-45.73,-77.41,17,5,347,81,-4,303,9,212,4,77,86,-171,78,86,-171,,
202110182223A,-45.73,-77.36,12,5.1,80,78,-172,304,14,35,3,349,82,-12,348,82,-12,,
202111030317A,-32.88,-69.91,117,5.7,209,22,-36,221,54,78,30,333,77,-108,333,77,-108,-96.46686554,-20.533
202111080616A,-34.06,-73.48,17,5,39,32,-100,159,76,316,13,231,59,-84,231,59,-84,,
202112010439A,-38.02,-73.66,22,5.2,152,24,-107,274,67,75,22,350,67,-83,351,67,-83,-25.0667305,3.067
202202280115A,-37.07,-73.99,13,5.6,5,17,90,275,28,95,62,185,73,90,185,73,90,-15.6549902,2.655
202204011128A,-31.39,-67.97,117,5.2,29,46,-70,18,76,285,1,181,47,-109,181,47,-110,-94.67434692,-22.326
202204030516A,-31.54,-67.07,136,5.1,214,38,-53,215,65,98,12,351,61,-115,350,61,-115,-104.9854584,-31.015
202204161710A,-33.94,-72.37,22,5.1,3,23,90,273,22,93,68,183,67,90,183,67,90,-18.12493324,-3.875
202204241445A,-35.24,-71.16,100,4.9,102,47,-140,303,55,45,9,342,62,-51,342,62,-51,-82.70014191,-17.3
202205040345A,-32.2,-72.01,32,5,355,36,62,285,12,160,70,208,58,109,208,59,109,-20.76360893,-11.236
202205040654A,-32.31,-72.02,35,5,4,27,72,287,19,132,69,205,64,99,204,64,99,-20.87484169,-14.125
202205041159A,-32.29,-71.99,32,5.3,359,23,65,288,24,133,64,206,69,100,206,69,100,-20.87484169,-11.125
202205041248A,-32.26,-72.06,32,5.1,357,33,72,280,13,138,74,198,59,101,198,59,101,-19.50943184,-12.491
202205052105A,-33.14,-73.07,38,5.2,218,45,118,109,3,208,70,1,51,65,1,51,65,,
202206181824A,-33.52,-69.41,148,5.1,305,40,-41,294,57,182,14,69,65,-122,69,65,-122,-116.7416458,-31.258
202207061512A,-42.4,-75.55,12,5.5,9,41,-105,173,79,290,5,208,50,-78,209,51,-77,,
202207132121A,-33.33,-73.13,19,5,17,32,-121,176,67,309,16,232,63,-72,232,63,-72,,
202208080344A,-32.77,-71.9,22,5,333,32,64,262,15,125,69,183,62,105,183,62,105,-24.15596771,2.156
202208180210A,-34.42,-70.5,115,5.3,187,21,-107,306,64,110,25,25,70,-84,25,70,-84,-93.90550232,-21.094
202209232253A,-41.44,-75.62,32,6.1,190,46,120,79,3,177,69,330,51,63,330,51,63,,
202209281513A,-45.83,-76.24,20,5,80,72,-166,302,22,33,3,345,77,-19,346,77,-19,,
202209300615A,-45.89,-76.27,12,5.3,345,78,-8,301,14,210,3,76,82,-168,77,82,-168,,
202210180735A,-30.84,-71.44,43,5.1,350,31,94,257,14,68,76,166,59,88,165,59,88,-38.3392868,-4.661
202211050757A,-35.62,-73.85,20,5,151,56,175,12,20,113,27,244,86,34,244,86,34,-10.00279331,-9.997
202211051212A,-33.54,-68.6,41,5.1,200,47,115,93,1,185,72,345,49,66,346,48,66,-142.2935791,101.294
202211080851A,-33.62,-70.63,106,5,148,43,164,11,23,121,41,250,79,48,250,79,48,-76.93102264,-29.069
202211130224B,-37.59,-73.68,21,6.3,354,18,84,269,27,93,63,180,72,92,180,72,92,-22.58710289,1.587
202211230853A,-35.5,-71.14,85,5,259,50,0,222,27,116,27,169,90,140,169,90,-140,-87.02579498,2.026
202212090806A,-44.66,-79.82,21,5.1,259,76,-171,122,16,213,4,167,81,-14,167,81,-14,,
202212100725A,-33.64,-72.11,24,5.5,16,21,103,276,24,84,65,182,70,85,182,70,85,-21.70924187,-2.291
202212232003A,-45.56,-76.94,12,5.3,160,42,-55,154,66,46,8,296,57,-117,297,57,-117,,
202212300519A,-45.97,-76.63,12,5.3,76,69,-168,297,23,30,7,342,79,-21,342,79,-21,,
202301070623A,-31.87,-69.29,111,4.8,57,50,-49,34,60,299,3,184,55,-128,183,55,-128,-102.3059387,-8.694
202301120619A,-30.77,-71.5,61,5.6,353,34,94,260,11,68,79,168,57,87,168,56,87,-35.74577332,-25.254
202302231023A,-34.01,-73.38,12,5.4,29,35,-96,142,79,303,10,216,55,-86,216,55,-86,,
202303110235A,-45.69,-77.53,21,5.2,81,82,-174,305,10,36,1,350,84,-8,350,84,-8,,
202303141956A,-38.56,-75.44,12,5.5,205,39,-71,223,76,102,7,2,53,-104,1,53,-105,,
202303151659A,-44.64,-79.86,18,4.8,258,69,-173,120,20,213,10,166,84,-21,165,83,-21,,
202303301733A,-35.77,-73.7,12,6.3,14,16,92,282,29,101,61,192,74,89,192,74,89,-12.82909298,0.829
202304270607A,-35.66,-71.32,99,5,174,20,-116,305,62,104,27,21,72,-81,21,72,-81,-83.45556641,-15.544
202306172231A,-34.96,-70.89,104,4.9,203,18,-93,298,63,115,27,26,72,-89,26,72,-89,-87.82730865,-16.173
202307091711A,-33.22,-70.13,108,5.6,157,37,-95,271,81,71,8,343,53,-86,343,53,-86,-90.69812775,-17.302
202307170305A,-38.18,-70.44,193,,260,21,-38,275,55,130,30,26,77,-107,26,77,-107,-158.7876892,-34.212
202309062348A,-30.34,-71.73,44,6.3,12,34,107,270,12,51,75,172,58,79,172,58,79,-24.56058121,-19.439
202309170218A,-37.7,-75.57,29,5.2,173,43,-76,180,80,73,3,335,49,-102,334,49,-103,,
202311061351A,-32.99,-72.08,30,5.1,19,43,109,276,4,21,77,173,50,73,174,50,73,-19.11066055,-10.889
202311202103A,-30.99,-71.55,47,5,331,33,76,251,13,103,75,167,58,99,168,58,99,-34.29262161,-12.707
202312060158A,-44.62,-78.92,12,4.9,255,82,-176,120,8,210,3,165,87,-8,164,86,-8,,
202312060229A,-44.57,-78.87,17,4.8,167,85,5,122,0,32,7,77,85,175,77,85,175,,
202312090449A,-45.82,-76.09,12,5.2,78,72,-166,300,22,31,3,343,77,-19,344,77,-19,,
202312120100A,-45.75,-77.62,13,5,76,76,-178,300,11,32,8,346,89,-14,346,88,-14,,
202312240323A,-38.25,-74.12,19,5.8,359,16,88,271,29,92,61,181,74,91,181,74,91,-17.35761642,-1.642
202401211737A,-33.59,-72.35,32,5,359,37,83,274,8,122,81,189,53,96,188,53,95,-15.76656914,-16.233
202403091923A,-33.21,-73.13,21,4.8,1,45,-106,187,79,282,1,203,47,-75,203,47,-75,,
202403120342A,-33.9,-72.67,17,5.2,357,18,76,278,27,109,62,192,72,95,192,73,94,-12.37392616,-4.626
202404031351A,-36.97,-73,43,5.3,18,34,108,275,12,55,74,176,58,78,177,58,78,-36.97913742,-6.021
202405130918A,-35.44,-73.31,18,5.2,16,19,94,283,26,100,64,192,71,89,192,71,89,-16.09337234,-1.907
202408182331A,-37.15,-74.03,15,5.1,9,20,92,277,25,96,65,187,70,89,187,70,89,-15.23916912,0.239
202408261621A,-44.93,-73.85,72,5.1,235,46,10,195,24,86,35,138,83,135,138,83,136,,
202409030116A,-45.64,-76.82,17,4.9,335,42,-107,147,78,257,4,176,50,-76,177,50,-75,,
202409030121A,-45.56,-76.8,12,5.3,327,48,-120,165,68,258,1,188,50,-61,188,50,-61,,
202409211744A,-44.6,-78.88,14,4.9,166,89,0,121,1,31,1,76,90,179,76,90,-179,,
202409221846A,-32.01,-71.37,83,5.1,90,24,-9,75,44,299,37,189,86,-113,188,86,-114,-44.6243782,-38.376
202410202259A,-30.9,-68.73,117,5.7,178,45,-106,4,79,99,1,20,48,-75,20,47,-75,-92.97076416,-24.029
202411030404A,-35.76,-69.4,197,5.5,187,26,-124,338,63,122,22,44,69,-75,44,69,-75,-176.6195221,-20.38
202411081137A,-46.72,-75.63,12,6.3,10,28,87,282,17,107,73,193,62,92,193,62,92,,
202411261233A,-30.53,-71.45,56,5.1,3,34,100,266,11,59,77,171,56,83,171,57,83,-37.23594284,-18.764
202412070626A,-38.97,-73.55,30,5.3,102,36,53,38,14,276,65,326,62,114,325,62,114,-32.81453705,2.815
202412132338A,-35.36,-70.79,115,6.4,235,20,-53,269,59,116,28,16,74,-103,16,74,-102,-99.30977631,-15.69
202412180952A,-31.56,-68.91,107,4.9,244,45,-44,227,58,123,9,8,61,-126,8,61,-126,-97.81263733,-9.187
202502021025A,-44.67,-79.89,20,4.9,262,72,180,126,13,218,13,352,90,18,352,90,18,,
202502021354A,-30.86,-71.65,39,4.9,178,44,95,84,1,192,86,352,46,85,351,46,85,-29.74105453,-9.259
202502110224A,-37.33,-75.13,17,5.2,358,45,-109,185,77,281,2,204,48,-72,204,48,-72,,
202502160708A,-38.6,-74.14,23,5.1,11,28,94,278,17,91,73,186,62,88,186,62,88,-17.36438751,-5.636
202502222220A,-45.6,-77.05,12,5.4,79,66,-174,300,21,35,13,347,85,-24,347,85,-24,,
202502241226A,-45.71,-77.6,15,5.1,346,79,-10,302,15,212,1,78,81,-169,78,80,-169,,
202503182117A,-30.14,-71.42,77,5.2,2,39,-104,155,79,282,7,200,53,-79,200,52,-79,-37.56569672,-39.434
